"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 24, 2017","76.00","78.00","78.00","76.00","2.33K","-3.18%"
"Jan 23, 2017","78.50","80.00","80.00","76.00","2.41K","-1.88%"
"Jan 17, 2017","80.00","80.00","80.00","80.00","0.00K","1.91%"
"Jan 16, 2017","78.50","79.00","79.00","78.50","2.80K","-0.63%"
"Jan 13, 2017","79.00","78.50","79.90","78.50","7.76K","-1.13%"
"Jan 11, 2017","79.90","79.50","79.90","79.50","0.00K","1.14%"
"Jan 09, 2017","79.00","79.90","79.90","78.60","1.30K","-1.25%"
"Jan 06, 2017","80.00","78.50","80.00","78.00","0.53K","0.00%"
"Jan 05, 2017","80.00","80.00","80.00","80.00","1.21K","-4.76%"
"Jan 04, 2017","84.00","84.00","84.00","84.00","0.00K","0.00%"
"Jan 03, 2017","84.00","84.90","84.90","84.00","0.00K","5.00%"
"Jan 02, 2017","80.00","81.60","85.00","80.00","7.86K","-7.83%"
"Dec 30, 2016","86.80","85.90","86.90","85.90","0.14K","-0.12%"
"Dec 29, 2016","86.90","86.90","86.90","86.90","0.00K","8.49%"
"Dec 27, 2016","80.10","80.10","80.10","80.10","0.00K","0.00%"
"Dec 22, 2016","80.10","80.10","80.10","80.10","0.02K","0.00%"
"Dec 21, 2016","80.10","80.10","80.10","80.10","0.12K","-0.12%"
"Dec 20, 2016","80.20","80.00","80.20","80.00","0.26K","0.25%"
"Dec 19, 2016","80.00","80.00","80.00","80.00","0.48K","-1.11%"
"Dec 14, 2016","80.90","80.90","80.90","80.90","0.00K","1.13%"
"Dec 09, 2016","80.00","80.00","80.00","78.30","8.77K","0.00%"
"Dec 08, 2016","80.00","80.00","80.00","76.00","4.32K","2.30%"
"Dec 06, 2016","78.20","80.00","80.00","78.20","0.50K","-2.25%"
"Dec 05, 2016","80.00","77.00","82.40","77.00","5.75K","-1.23%"
"Dec 02, 2016","81.00","77.90","81.00","77.50","2.96K","6.58%"
"Dec 01, 2016","76.00","76.00","77.00","75.00","43.55K","0.13%"
"Nov 30, 2016","75.90","77.50","77.50","75.50","1.52K","-0.78%"
"Nov 29, 2016","76.50","80.00","80.00","76.00","33.62K","-3.16%"
"Nov 28, 2016","79.00","80.00","80.00","79.00","1.32K","-1.37%"
"Nov 25, 2016","80.10","78.10","80.50","78.00","5.52K","0.25%"
"Nov 24, 2016","79.90","80.00","80.00","79.90","2.59K","-2.44%"
"Nov 23, 2016","81.90","78.00","82.00","78.00","1.30K","-0.12%"
"Nov 22, 2016","82.00","78.00","82.00","78.00","0.61K","2.50%"
"Nov 21, 2016","80.00","83.00","83.00","80.00","14.02K","-3.61%"
"Nov 18, 2016","83.00","83.00","83.00","83.00","1.03K","-1.19%"
"Nov 17, 2016","84.00","84.00","84.00","84.00","2.00K","-1.41%"
"Nov 15, 2016","85.20","85.00","85.20","85.00","3.96K","-0.93%"
"Nov 11, 2016","86.00","86.00","86.00","86.00","1.00K","2.38%"
"Nov 10, 2016","84.00","84.00","84.00","84.00","0.02K","-2.33%"
"Nov 09, 2016","86.00","84.00","86.00","84.00","0.40K","0.00%"
"Nov 08, 2016","86.00","86.00","86.00","86.00","1.00K","1.18%"
"Nov 07, 2016","85.00","86.00","86.00","85.00","2.50K","-1.16%"
"Nov 03, 2016","86.00","85.00","88.00","85.00","1.05K","-3.37%"
"Nov 02, 2016","89.00","89.00","89.00","89.00","0.00K","-1.00%"
"Nov 01, 2016","89.90","89.90","89.90","89.90","0.00K","5.64%"
"Oct 31, 2016","85.10","85.20","85.20","85.10","3.59K","-4.49%"
"Oct 27, 2016","89.10","89.10","89.10","89.10","0.00K","4.70%"
"Oct 26, 2016","85.10","85.20","85.20","85.10","3.54K","-5.34%"
"Oct 25, 2016","89.90","89.90","90.00","89.90","1.60K","5.64%"
"Oct 24, 2016","85.10","87.50","87.50","85.10","10.19K","0.00%"
"Oct 21, 2016","85.10","89.10","89.10","85.10","2.00K","0.12%"
"Oct 20, 2016","85.00","85.00","85.00","85.00","0.20K","-1.16%"
"Oct 19, 2016","86.00","86.00","86.20","86.00","4.61K","-1.15%"
"Oct 18, 2016","87.00","87.00","87.00","87.00","0.02K","-2.36%"
"Oct 17, 2016","89.10","88.60","89.10","88.00","12.00K","-0.45%"
"Oct 14, 2016","89.50","89.50","89.50","89.50","1.94K","0.00%"
"Oct 13, 2016","89.50","91.00","91.00","89.50","7.10K","0.00%"
"Oct 12, 2016","89.50","92.00","92.00","89.00","6.86K","-3.76%"
"Oct 11, 2016","93.00","93.00","93.00","93.00","3.00K","-2.11%"
"Oct 07, 2016","95.00","94.90","95.00","93.50","20.24K","1.06%"
"Oct 06, 2016","94.00","92.00","94.00","92.00","10.94K","4.44%"
"Oct 05, 2016","90.00","91.50","92.00","90.00","0.21K","0.00%"
"Oct 04, 2016","90.00","90.00","90.00","90.00","49.71K","0.56%"
"Oct 03, 2016","89.50","89.50","89.50","89.50","6.57K","0.56%"
"Sep 30, 2016","89.00","91.00","91.00","89.00","45.68K","-1.11%"
"Sep 29, 2016","90.00","90.00","90.00","90.00","20.22K","0.00%"
"Sep 28, 2016","90.00","90.00","90.00","89.90","6.00K","0.00%"
"Sep 27, 2016","90.00","90.00","90.50","90.00","6.31K","0.00%"
"Sep 26, 2016","90.00","89.90","90.00","89.90","11.31K","0.11%"
"Sep 23, 2016","89.90","89.00","90.00","89.00","5.90K","-0.11%"
"Sep 22, 2016","90.00","89.00","90.00","89.00","10.50K","2.27%"
"Sep 21, 2016","88.00","85.00","88.00","84.50","56.67K","3.53%"
"Sep 20, 2016","85.00","85.00","85.00","85.00","0.30K","0.00%"
"Sep 19, 2016","85.00","86.10","86.10","85.00","140.79K","0.00%"
"Sep 14, 2016","85.00","89.90","89.90","85.00","10.45K","-4.49%"
"Sep 13, 2016","89.00","89.00","89.00","89.00","1.80K","-1.11%"
"Sep 09, 2016","90.00","90.00","90.00","90.00","1.50K","1.01%"
"Sep 07, 2016","89.10","89.10","89.10","89.10","0.01K","-4.19%"
"Sep 06, 2016","93.00","89.00","93.00","89.00","2.87K","4.49%"
"Sep 05, 2016","89.00","89.10","89.10","89.00","0.78K","-1.11%"
"Sep 02, 2016","90.00","89.00","90.00","89.00","24.80K","0.00%"
"Sep 01, 2016","90.00","90.00","90.00","90.00","2.79K","0.00%"
"Aug 31, 2016","90.00","90.00","90.00","90.00","0.01K","-1.10%"
"Aug 29, 2016","91.00","90.00","91.00","90.00","4.50K","0.11%"
"Aug 24, 2016","90.90","90.00","90.90","90.00","0.73K","0.00%"
"Aug 23, 2016","90.90","90.00","90.90","89.50","35.49K","1.56%"
"Aug 22, 2016","89.50","88.00","91.90","88.00","52.99K","2.87%"
"Aug 19, 2016","87.00","89.00","89.00","87.00","2.00K","-3.33%"
"Aug 16, 2016","90.00","90.30","92.00","90.00","4.37K","-1.10%"
"Aug 15, 2016","91.00","93.00","93.00","91.00","1.44K","-1.09%"
"Aug 12, 2016","92.00","91.90","92.00","90.30","19.14K","0.00%"
"Aug 11, 2016","92.00","92.00","92.00","91.80","53.23K","0.00%"
"Aug 10, 2016","92.00","92.00","92.00","91.00","24.68K","0.00%"
"Aug 09, 2016","92.00","91.00","93.00","87.00","50.64K","-3.66%"
"Aug 08, 2016","95.50","93.10","95.50","93.10","0.01K","0.00%"
"Aug 05, 2016","95.50","93.10","95.50","93.10","0.11K","1.60%"
"Aug 04, 2016","94.00","95.50","95.50","94.00","10.10K","-2.08%"
"Aug 03, 2016","96.00","95.00","97.90","94.00","154.10K","1.05%"
"Aug 02, 2016","95.00","95.00","95.00","95.00","7.84K","0.21%"
"Jul 29, 2016","94.80","94.80","94.80","94.80","30.87K","0.74%"
"Jul 28, 2016","94.10","94.10","94.10","94.10","0.00K","-0.95%"
"Jul 27, 2016","95.00","94.00","95.00","94.00","5.66K","-1.45%"
"Jul 26, 2016","96.40","93.20","96.40","93.20","7.33K","1.47%"
"Jul 25, 2016","95.00","95.00","95.00","95.00","1.12K","1.82%"
"Jul 22, 2016","93.30","95.90","95.90","93.30","1.50K","-0.11%"
"Jul 21, 2016","93.40","94.00","94.00","93.40","0.40K","-2.71%"
"Jul 20, 2016","96.00","95.60","96.50","95.50","1.70K","1.05%"
"Jul 18, 2016","95.00","95.00","95.00","95.00","0.02K","-1.04%"
"Jul 15, 2016","96.00","95.90","96.00","95.90","1.00K","2.02%"
"Jul 14, 2016","94.10","94.10","94.10","94.10","0.04K","0.11%"
"Jul 12, 2016","94.00","95.90","96.00","94.00","5.02K","-1.98%"
"Jul 11, 2016","95.90","95.00","97.00","92.00","1.58K","0.95%"
"Jul 08, 2016","95.00","93.50","95.00","93.50","1.55K","1.06%"
"Jul 05, 2016","94.00","91.00","94.00","91.00","0.61K","0.00%"
"Jul 04, 2016","94.00","92.00","94.00","91.00","1.76K","0.00%"
"Jul 01, 2016","94.00","93.00","94.00","93.00","0.93K","-2.08%"
"Jun 29, 2016","96.00","93.10","96.00","93.00","0.84K","2.13%"
"Jun 28, 2016","94.00","94.00","94.00","94.00","5.05K","-3.59%"
"Jun 27, 2016","97.50","97.50","97.50","97.50","0.02K","3.72%"
"Jun 24, 2016","94.00","95.80","95.80","94.00","8.50K","-3.59%"
"Jun 23, 2016","97.50","95.50","97.50","95.50","0.99K","1.04%"
"Jun 22, 2016","96.50","95.20","96.50","95.20","1.10K","0.52%"
"Jun 21, 2016","96.00","96.00","96.00","96.00","2.12K","-2.93%"
"Jun 20, 2016","98.90","98.90","98.90","98.90","0.01K","2.81%"
"Jun 17, 2016","96.20","96.50","96.50","96.10","2.75K","0.00%"
"Jun 16, 2016","96.20","99.90","100.00","96.20","4.00K","-3.80%"
"Jun 15, 2016","100.00","100.00","100.00","100.00","1.00K","0.10%"
"Jun 14, 2016","99.90","97.30","100.00","97.30","4.98K","0.91%"
"Jun 13, 2016","99.00","99.00","100.00","98.00","5.50K","-1.00%"
"Jun 10, 2016","100.00","97.50","101.00","97.20","80.60K","0.60%"
"Jun 08, 2016","99.40","99.00","99.40","99.00","17.42K","0.40%"
"Jun 07, 2016","99.00","97.10","99.00","97.10","1.11K","2.59%"
"Jun 06, 2016","96.50","99.00","100.00","96.50","8.63K","-2.53%"
"Jun 03, 2016","99.00","98.80","100.00","98.50","37.40K","1.02%"
"Jun 02, 2016","98.00","98.50","99.00","98.00","3.53K","-1.01%"
"Jun 01, 2016","99.00","93.10","99.00","93.00","0.25K","0.00%"
"May 30, 2016","99.00","98.00","99.90","97.00","4.16K","1.02%"
"May 27, 2016","98.00","98.00","98.00","98.00","0.02K","-2.00%"
"May 26, 2016","100.00","100.00","100.00","100.00","0.20K","0.10%"
"May 25, 2016","99.90","98.00","100.00","98.00","1.58K","-0.10%"
"May 24, 2016","100.00","100.00","100.00","99.10","0.65K","0.00%"
"May 20, 2016","100.00","100.00","100.50","99.00","52.68K","0.00%"
"May 19, 2016","100.00","100.00","101.00","100.00","61.79K","0.00%"
"May 18, 2016","100.00","97.90","103.00","97.90","71.28K","2.04%"
"May 17, 2016","98.00","98.00","98.00","98.00","0.08K","-1.90%"
"May 16, 2016","99.90","100.00","100.00","99.90","5.15K","-0.10%"
"May 13, 2016","100.00","95.00","100.00","95.00","3.62K","2.04%"
"May 12, 2016","98.00","98.00","98.00","94.00","13.30K","0.00%"
"May 11, 2016","98.00","94.50","98.00","94.00","2.40K","0.51%"
"May 10, 2016","97.50","97.50","97.50","97.50","0.01K","3.72%"
"May 09, 2016","94.00","99.50","99.50","94.00","14.10K","-4.08%"
"May 06, 2016","98.00","99.00","99.00","98.00","1.00K","-0.91%"
"May 05, 2016","98.90","99.00","99.00","96.00","0.82K","-1.10%"
"May 04, 2016","100.00","99.60","102.00","99.60","10.18K","0.10%"
"May 03, 2016","99.90","96.00","100.00","96.00","23.65K","5.16%"
"Apr 29, 2016","95.00","90.00","95.00","90.00","13.34K","5.56%"
"Apr 28, 2016","90.00","90.00","92.00","90.00","16.95K","0.00%"
"Apr 27, 2016","90.00","88.00","90.00","86.00","4.15K","2.27%"
